#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
297_RNODE_13_length_755597_288,1417296.U879_19500,1.07E-305,846.0,"COG0028@1|root,COG0028@2|Bacteria,1MX3Q@1224|Proteobacteria,2U2RW@28211|Alphaproteobacteria",28211|Alphaproteobacteria,EH,Belongs to the TPP enzyme family,-,-,2.2.1.6,ko:K01652,"ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230","M00019,M00570","R00006,R00014,R00226,R03050,R04672,R04673,R08648","RC00027,RC00106,RC01192,RC02744,RC02893","ko00000,ko00001,ko00002,ko01000",-,-,-,"TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N"
297_RNODE_13_length_755597_289,314271.RB2654_01935,1.2E-181,511.0,"COG0042@1|root,COG0042@2|Bacteria,1MUY1@1224|Proteobacteria,2TSRR@28211|Alphaproteobacteria",28211|Alphaproteobacteria,J,"Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines. Specifically modifies U20 and U20a in tRNAs",dusA,-,-,ko:K05539,-,-,-,-,"ko00000,ko01000,ko03016",-,-,-,Dus
297_RNODE_13_length_755597_290,314271.RB2654_04814,1.19E-195,555.0,"COG0477@1|root,COG0477@2|Bacteria,1QTUM@1224|Proteobacteria,2TVX9@28211|Alphaproteobacteria",28211|Alphaproteobacteria,EGP,COG0477 Permeases of the major facilitator superfamily,-,-,-,-,-,-,-,-,-,-,-,-,"MFS_1,Sugar_tr"
297_RNODE_13_length_755597_291,314271.RB2654_04809,1.95E-109,317.0,"COG3803@1|root,COG3803@2|Bacteria,1RHYI@1224|Proteobacteria,2U7AN@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,Protein conserved in bacteria,-,-,-,-,-,-,-,-,-,-,-,-,DUF924
297_RNODE_13_length_755597_292,314271.RB2654_04804,1.51E-312,854.0,"COG1249@1|root,COG1249@2|Bacteria,1MU2U@1224|Proteobacteria,2TR8H@28211|Alphaproteobacteria",28211|Alphaproteobacteria,C,"COG1249 Pyruvate 2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes",lpd,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",1.8.1.4,ko:K00382,"ko00010,ko00020,ko00260,ko00280,ko00620,ko00630,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00260,map00280,map00620,map00630,map00640,map01100,map01110,map01120,map01130,map01200","M00009,M00011,M00036,M00307,M00532","R00209,R01221,R01698,R03815,R07618,R08549","RC00004,RC00022,RC00583,RC02742,RC02833,RC02834","br01601,ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,"Pyr_redox_2,Pyr_redox_dim"
297_RNODE_13_length_755597_293,314271.RB2654_04601,1.92E-239,662.0,"COG0248@1|root,COG0248@2|Bacteria,1MV35@1224|Proteobacteria,2TT2C@28211|Alphaproteobacteria",28211|Alphaproteobacteria,FP,exopolyphosphatase,ppx,-,"3.6.1.11,3.6.1.40",ko:K01524,"ko00230,map00230",-,R03409,RC00002,"ko00000,ko00001,ko01000",-,-,-,Ppx-GppA
297_RNODE_13_length_755597_294,981384.AEYW01000006_gene2784,3.75E-148,420.0,"COG0293@1|root,COG0293@2|Bacteria,1MW1C@1224|Proteobacteria,2TSBW@28211|Alphaproteobacteria,4NAE3@97050|Ruegeria",28211|Alphaproteobacteria,J,Specifically methylates the uridine in position 2552 of 23S rRNA at the 2'-O position of the ribose in the fully assembled 50S ribosomal subunit,ftsJ,-,2.1.1.166,ko:K02427,-,-,-,-,"ko00000,ko01000,ko03009",-,-,-,FtsJ
297_RNODE_13_length_755597_295,314271.RB2654_04586,3.02E-255,715.0,"COG1858@1|root,COG1858@2|Bacteria,1MV70@1224|Proteobacteria,2TRTJ@28211|Alphaproteobacteria",28211|Alphaproteobacteria,C,cytochrome c peroxidase,-,-,1.11.1.5,ko:K00428,-,-,-,-,"ko00000,ko01000",-,-,-,CCP_MauG
297_RNODE_13_length_755597_296,314271.RB2654_04576,2.79E-136,392.0,"2DBI1@1|root,2Z9E7@2|Bacteria,1QT4C@1224|Proteobacteria,2U2XD@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,Uncharacterized protein conserved in bacteria (DUF2059),-,-,-,-,-,-,-,-,-,-,-,-,DUF2059
297_RNODE_13_length_755597_297,1208323.B30_09393,2.2E-85,257.0,"COG0261@1|root,COG3743@1|root,COG0261@2|Bacteria,COG3743@2|Bacteria,1MZEW@1224|Proteobacteria,2UBT3@28211|Alphaproteobacteria",28211|Alphaproteobacteria,J,This protein binds to 23S rRNA in the presence of protein L20,rplU,"GO:0003674,GO:0003735,GO:0005198",-,ko:K02888,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,"HHH_5,Ribosomal_L21p"
297_RNODE_13_length_755597_298,314271.RB2654_04556,7.43E-50,159.0,"COG0211@1|root,COG0211@2|Bacteria,1MZGH@1224|Proteobacteria,2UBUX@28211|Alphaproteobacteria",28211|Alphaproteobacteria,J,Belongs to the bacterial ribosomal protein bL27 family,rpmA,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:1990904",-,ko:K02899,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L27
297_RNODE_13_length_755597_299,314271.RB2654_04551,1.23E-104,305.0,"COG1670@1|root,COG1670@2|Bacteria,1N6Q1@1224|Proteobacteria,2UG72@28211|Alphaproteobacteria",28211|Alphaproteobacteria,J,"COG1670 acetyltransferases, including N-acetylases of ribosomal proteins",MA20_44020,-,-,-,-,-,-,-,-,-,-,-,Acetyltransf_3
297_RNODE_13_length_755597_300,314271.RB2654_04546,1.25E-55,179.0,"COG1670@1|root,COG1670@2|Bacteria,1MXGM@1224|Proteobacteria,2UIRB@28211|Alphaproteobacteria",28211|Alphaproteobacteria,J,"COG1670 acetyltransferases, including N-acetylases of ribosomal proteins",-,-,2.3.1.128,ko:K03790,-,-,-,-,"ko00000,ko01000,ko03009",-,-,-,Acetyltransf_3
297_RNODE_13_length_755597_301,314271.RB2654_04541,6.24E-226,625.0,"COG0536@1|root,COG0536@2|Bacteria,1MUGZ@1224|Proteobacteria,2TR5I@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,"An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate. Plays a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control",obg,-,-,ko:K03979,-,-,-,-,"ko00000,ko01000,ko03009",-,-,-,"GTP1_OBG,MMR_HSR1"
297_RNODE_13_length_755597_302,314271.RB2654_04536,4.74E-211,589.0,"COG0263@1|root,COG0263@2|Bacteria,1MUBG@1224|Proteobacteria,2TRKB@28211|Alphaproteobacteria",28211|Alphaproteobacteria,E,Catalyzes the transfer of a phosphate group to glutamate to form L-glutamate 5-phosphate,proB,"GO:0003674,GO:0003824,GO:0004349,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006560,GO:0006561,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016774,GO:0018130,GO:0019202,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",2.7.2.11,ko:K00931,"ko00330,ko00332,ko01100,ko01130,ko01230,map00330,map00332,map01100,map01130,map01230",M00015,R00239,"RC00002,RC00043","ko00000,ko00001,ko00002,ko01000",-,-,-,"AA_kinase,PUA"
297_RNODE_13_length_755597_303,314271.RB2654_04531,2.43E-269,741.0,"COG0014@1|root,COG0014@2|Bacteria,1MUGJ@1224|Proteobacteria,2TS83@28211|Alphaproteobacteria",28211|Alphaproteobacteria,E,Catalyzes the NADPH-dependent reduction of L-glutamate 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5- carboxylate,proA,"GO:0003674,GO:0003824,GO:0004350,GO:0008150,GO:0008152,GO:0016491,GO:0016620,GO:0016903,GO:0055114",1.2.1.41,ko:K00147,"ko00330,ko00332,ko01100,ko01110,ko01130,ko01230,map00330,map00332,map01100,map01110,map01130,map01230",M00015,R03313,RC00684,"ko00000,ko00001,ko00002,ko01000",-,-,-,Aldedh
297_RNODE_13_length_755597_304,314271.RB2654_04516,3.75E-144,411.0,"COG3176@1|root,COG3176@2|Bacteria,1MWIM@1224|Proteobacteria,2TUVA@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,hemolysin,-,-,-,-,-,-,-,-,-,-,-,-,Acetyltransf_5
297_RNODE_13_length_755597_305,314271.RB2654_04511,1.17E-137,396.0,"COG0204@1|root,COG0204@2|Bacteria,1N2DG@1224|Proteobacteria,2TT8Q@28211|Alphaproteobacteria",28211|Alphaproteobacteria,I,Acyl-transferase,plsC,-,2.3.1.51,ko:K00655,"ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110",M00089,"R02241,R09381","RC00004,RC00037,RC00039","ko00000,ko00001,ko00002,ko01000,ko01004",-,-,-,Acyltransferase
297_RNODE_13_length_755597_308,314271.RB2654_04864,1.79E-66,206.0,"COG2913@1|root,COG2913@2|Bacteria,1RHYM@1224|Proteobacteria,2UBU9@28211|Alphaproteobacteria",28211|Alphaproteobacteria,J,Small protein A (tmRNA-binding),MA20_36760,-,-,-,-,-,-,-,-,-,-,-,SmpA_OmlA
297_RNODE_13_length_755597_309,314271.RB2654_04859,1.75E-91,276.0,"COG3176@1|root,COG3176@2|Bacteria,1P4U9@1224|Proteobacteria,2U081@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,hemolysin,-,-,-,-,-,-,-,-,-,-,-,-,Acetyltransf_5
297_RNODE_13_length_755597_310,314271.RB2654_04854,0.0,949.0,"COG0488@1|root,COG0488@2|Bacteria,1MU37@1224|Proteobacteria,2TR3X@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,COG0488 ATPase components of ABC transporters with duplicated ATPase domains,uup,"GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0008150,GO:0009314,GO:0009628,GO:0010528,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019219,GO:0019222,GO:0031323,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051171,GO:0060255,GO:0065007,GO:0070894,GO:0071944,GO:0080090,GO:0097159,GO:1901363",-,ko:K15738,-,-,-,-,"ko00000,ko02000",3.A.1.120.6,-,-,"ABC_tran,ABC_tran_CTD"
297_RNODE_13_length_755597_311,314271.RB2654_04844,3.76E-96,283.0,"298HD@1|root,2ZVNE@2|Bacteria,1RDBR@1224|Proteobacteria,2U79Z@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,Component of SufBCD complex,-,-,-,-,-,-,-,-,-,-,-,-,-
297_RNODE_13_length_755597_312,314271.RB2654_04839,0.0,1921.0,"COG1197@1|root,COG1197@2|Bacteria,1MUXG@1224|Proteobacteria,2TR2H@28211|Alphaproteobacteria",28211|Alphaproteobacteria,L,"Couples transcription and DNA repair by recognizing RNA polymerase (RNAP) stalled at DNA lesions. Mediates ATP-dependent release of RNAP and its truncated transcript from the DNA, and recruitment of nucleotide excision repair machinery to the damaged site",mfd,-,-,ko:K03723,"ko03420,map03420",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"CarD_CdnL_TRCF,DEAD,Helicase_C,TRCF"
297_RNODE_13_length_755597_314,314271.RB2654_01735,6.82E-152,442.0,"COG0730@1|root,COG0730@2|Bacteria,1R3V4@1224|Proteobacteria,2TRYX@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,membrane transporter protein,-,-,-,ko:K07090,-,-,-,-,ko00000,-,-,-,TauE
297_RNODE_13_length_755597_315,314271.RB2654_02514,1.06E-113,336.0,"COG0204@1|root,COG0204@2|Bacteria,1QU3F@1224|Proteobacteria,2U1AI@28211|Alphaproteobacteria",28211|Alphaproteobacteria,I,Acyltransferase,-,-,-,-,-,-,-,-,-,-,-,-,Acyltransferase
297_RNODE_13_length_755597_316,314271.RB2654_02519,3.73E-174,488.0,"COG0796@1|root,COG0796@2|Bacteria,1NAI2@1224|Proteobacteria,2TSR7@28211|Alphaproteobacteria",28211|Alphaproteobacteria,M,Provides the (R)-glutamate required for cell wall biosynthesis,murI,-,5.1.1.3,ko:K01776,"ko00471,ko01100,map00471,map01100",-,R00260,RC00302,"ko00000,ko00001,ko01000,ko01011",-,-,-,Asp_Glu_race
297_RNODE_13_length_755597_317,314271.RB2654_02524,1.82E-233,644.0,"COG0002@1|root,COG0002@2|Bacteria,1MVJ6@1224|Proteobacteria,2TRMT@28211|Alphaproteobacteria",28211|Alphaproteobacteria,E,Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde,argC,-,1.2.1.38,ko:K00145,"ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230","M00028,M00845",R03443,RC00684,"ko00000,ko00001,ko00002,ko01000",-,-,-,"Semialdhyde_dh,Semialdhyde_dhC"
297_RNODE_13_length_755597_318,314271.RB2654_02529,1.73E-79,238.0,"COG2332@1|root,COG2332@2|Bacteria,1RHN5@1224|Proteobacteria,2U99J@28211|Alphaproteobacteria",28211|Alphaproteobacteria,O,Heme chaperone required for the biogenesis of c-type cytochromes. Transiently binds heme delivered by CcmC and transfers the heme to apo-cytochromes in a process facilitated by CcmF and CcmH,ccmE,-,-,ko:K02197,-,-,-,-,ko00000,-,-,-,CcmE
297_RNODE_13_length_755597_319,314271.RB2654_02534,7.53E-118,340.0,"COG3926@1|root,COG3926@2|Bacteria,1MVXW@1224|Proteobacteria,2TT3H@28211|Alphaproteobacteria",28211|Alphaproteobacteria,M,secretion activating protein,-,-,-,-,-,-,-,-,-,-,-,-,"Glyco_hydro_108,PG_binding_3"
297_RNODE_13_length_755597_320,314271.RB2654_02539,1.45E-84,253.0,"29KAU@1|root,30784@2|Bacteria,1RCW8@1224|Proteobacteria,2U783@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,"Holin of 3TMs, for gene-transfer release",-,-,-,-,-,-,-,-,-,-,-,-,GTA_holin_3TM
297_RNODE_13_length_755597_321,314271.RB2654_02544,6.12E-27,99.4,"2EBXC@1|root,335WQ@2|Bacteria,1NB7H@1224|Proteobacteria,2UICI@28211|Alphaproteobacteria",28211|Alphaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
297_RNODE_13_length_755597_323,314271.RB2654_02549,5.73E-53,171.0,"2EAD8@1|root,334H2@2|Bacteria,1NA3U@1224|Proteobacteria,2UIUZ@28211|Alphaproteobacteria",28211|Alphaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
297_RNODE_13_length_755597_324,402881.Plav_2932,3.57E-47,154.0,"COG0640@1|root,COG0640@2|Bacteria,1RH5P@1224|Proteobacteria,2U960@28211|Alphaproteobacteria,1JQH9@119043|Rhodobiaceae",28211|Alphaproteobacteria,K,PFAM regulatory protein ArsR,-,-,-,-,-,-,-,-,-,-,-,-,HTH_20
297_RNODE_13_length_755597_325,1205680.CAKO01000019_gene44,2.09E-77,234.0,"COG3832@1|root,COG3832@2|Bacteria,1N3W1@1224|Proteobacteria,2TSB4@28211|Alphaproteobacteria,2JUQA@204441|Rhodospirillales",204441|Rhodospirillales,S,Activator of Hsp90 ATPase homolog 1-like protein,-,-,-,-,-,-,-,-,-,-,-,-,AHSA1
297_RNODE_13_length_755597_326,314271.RB2654_02569,0.0,1098.0,"COG1138@1|root,COG1138@2|Bacteria,1MUQS@1224|Proteobacteria,2TRNG@28211|Alphaproteobacteria",28211|Alphaproteobacteria,O,Cytochrome c-type biogenesis protein,ccmF,-,-,ko:K02198,-,-,-,-,"ko00000,ko02000",9.B.14.1,-,-,"CcmF_C,Cytochrom_C_asm"
297_RNODE_13_length_755597_327,314271.RB2654_02574,5.66E-71,217.0,"COG3088@1|root,COG3088@2|Bacteria,1MZZ5@1224|Proteobacteria,2U96P@28211|Alphaproteobacteria",28211|Alphaproteobacteria,O,subunit of a heme lyase,cycL,-,-,ko:K02200,-,-,-,-,ko00000,-,-,-,CcmH
297_RNODE_13_length_755597_328,314271.RB2654_02579,3.51E-127,368.0,"COG1024@1|root,COG1024@2|Bacteria,1MVQN@1224|Proteobacteria,2TUXD@28211|Alphaproteobacteria",28211|Alphaproteobacteria,I,Enoyl-CoA hydratase,paaG,-,5.3.3.18,ko:K15866,"ko00360,ko01120,map00360,map01120",-,"R09837,R09839","RC00004,RC00326,RC02689,RC03003","ko00000,ko00001,ko01000",-,-,-,ECH_1
297_RNODE_13_length_755597_329,314271.RB2654_01595,2.87E-102,322.0,"COG2861@1|root,COG3064@1|root,COG2861@2|Bacteria,COG3064@2|Bacteria,1RBJ3@1224|Proteobacteria,2TSWM@28211|Alphaproteobacteria",28211|Alphaproteobacteria,M,protein conserved in bacteria,yibQ,-,-,-,-,-,-,-,-,-,-,-,Polysacc_deac_2
297_RNODE_13_length_755597_330,1417296.U879_00495,1.39E-14,71.2,"2DNYM@1|root,32ZTB@2|Bacteria,1QUTF@1224|Proteobacteria,2TW6W@28211|Alphaproteobacteria",28211|Alphaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
297_RNODE_13_length_755597_331,314271.RB2654_01625,1.23E-48,159.0,"2DMUE@1|root,32TQZ@2|Bacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
297_RNODE_13_length_755597_332,314271.RB2654_01650,1.64E-156,441.0,"COG0785@1|root,COG0785@2|Bacteria,1RCP7@1224|Proteobacteria,2TSAI@28211|Alphaproteobacteria",28211|Alphaproteobacteria,O,Cytochrome c biogenesis protein,soxV,-,-,ko:K06196,-,-,-,-,"ko00000,ko02000",5.A.1.2,-,-,DsbD
297_RNODE_13_length_755597_333,314271.RB2654_01655,1.16E-83,253.0,"COG2143@1|root,COG2143@2|Bacteria,1QDKY@1224|Proteobacteria,2U1M5@28211|Alphaproteobacteria",28211|Alphaproteobacteria,O,COG2143 Thioredoxin-related protein,soxW,-,-,-,-,-,-,-,-,-,-,-,Thioredoxin_2
297_RNODE_13_length_755597_334,314271.RB2654_01660,5.09E-76,233.0,"COG2010@1|root,COG2010@2|Bacteria,1RIV2@1224|Proteobacteria,2U9C5@28211|Alphaproteobacteria",28211|Alphaproteobacteria,C,cytochrome c,soxX,-,-,ko:K17223,"ko00920,ko01100,ko01120,map00920,map01100,map01120",M00595,R10151,"RC03151,RC03152","ko00000,ko00001,ko00002",-,-,-,Cytochrom_C
297_RNODE_13_length_755597_335,314271.RB2654_01665,3.64E-73,221.0,"COG5501@1|root,COG5501@2|Bacteria,1RH4J@1224|Proteobacteria,2U72E@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,sulfur oxidation protein soxY,soxY,-,-,ko:K17226,"ko00920,ko01100,ko01120,map00920,map01100,map01120",M00595,R10151,"RC03151,RC03152","ko00000,ko00001,ko00002",-,-,-,SoxY
297_RNODE_13_length_755597_336,1208323.B30_07946,1.62E-60,187.0,"COG5501@1|root,COG5501@2|Bacteria,1N097@1224|Proteobacteria,2U94T@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,oxidation protein,soxZ,-,-,ko:K17227,"ko00920,ko01100,ko01120,map00920,map01100,map01120",M00595,R10151,"RC03151,RC03152","ko00000,ko00001,ko00002",-,-,-,SoxZ
297_RNODE_13_length_755597_337,314271.RB2654_01675,6.49E-170,478.0,"COG3258@1|root,COG3258@2|Bacteria,1MXB0@1224|Proteobacteria,2TTDW@28211|Alphaproteobacteria",28211|Alphaproteobacteria,C,Thiosulfate-oxidizing multienzyme system protein SoxA,soxA,"GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0005515,GO:0005575,GO:0005623,GO:0006091,GO:0006464,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009055,GO:0009987,GO:0016491,GO:0016667,GO:0016669,GO:0016740,GO:0016782,GO:0016783,GO:0018192,GO:0018193,GO:0018198,GO:0018307,GO:0019417,GO:0019418,GO:0019538,GO:0020037,GO:0022900,GO:0032991,GO:0036211,GO:0042597,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0046872,GO:0046906,GO:0046914,GO:0046982,GO:0046983,GO:0048037,GO:0055114,GO:0070069,GO:0071704,GO:0097159,GO:0098822,GO:1901363,GO:1901564",-,ko:K17222,"ko00920,ko01100,ko01120,map00920,map01100,map01120",M00595,R10151,"RC03151,RC03152","ko00000,ko00001,ko00002",-,-,-,-
297_RNODE_13_length_755597_338,314271.RB2654_01680,0.0,1066.0,"COG0737@1|root,COG0737@2|Bacteria,1MX03@1224|Proteobacteria,2TUAE@28211|Alphaproteobacteria",28211|Alphaproteobacteria,F,Belongs to the 5'-nucleotidase family,soxB,-,-,ko:K17224,"ko00920,ko01100,ko01120,map00920,map01100,map01120",M00595,R10151,"RC03151,RC03152","ko00000,ko00001,ko00002",-,-,-,"5_nucleotid_C,Metallophos"
297_RNODE_13_length_755597_339,439497.RR11_214,3.61E-259,716.0,"COG2041@1|root,COG2041@2|Bacteria,1MX9E@1224|Proteobacteria,2TRK0@28211|Alphaproteobacteria,4NBVC@97050|Ruegeria",28211|Alphaproteobacteria,S,Mo-co oxidoreductase dimerisation domain,soxC,-,-,ko:K17225,"ko00920,ko01100,ko01120,map00920,map01100,map01120",M00595,R10151,"RC03151,RC03152","ko00000,ko00001,ko00002",-,-,-,"Mo-co_dimer,Oxidored_molyb"
297_RNODE_13_length_755597_340,314271.RB2654_01690,4.4E-147,426.0,"COG3258@1|root,COG3474@1|root,COG3258@2|Bacteria,COG3474@2|Bacteria,1MZGS@1224|Proteobacteria,2UCUT@28211|Alphaproteobacteria",28211|Alphaproteobacteria,C,cytochrome,soxD,-,-,ko:K08738,"ko00920,ko01100,ko01120,ko01524,ko02020,ko04115,ko04210,ko04214,ko04215,ko04932,ko05010,ko05012,ko05014,ko05016,ko05134,ko05145,ko05152,ko05161,ko05164,ko05167,ko05168,ko05200,ko05210,ko05222,ko05416,map00920,map01100,map01120,map01524,map02020,map04115,map04210,map04214,map04215,map04932,map05010,map05012,map05014,map05016,map05134,map05145,map05152,map05161,map05164,map05167,map05168,map05200,map05210,map05222,map05416",M00595,R10151,"RC03151,RC03152","ko00000,ko00001,ko00002",3.D.4.6,-,-,"Cytochrom_C,Cytochrome_CBB3"
297_RNODE_13_length_755597_341,314271.RB2654_01695,3.3E-120,348.0,"COG2863@1|root,COG3474@1|root,COG2863@2|Bacteria,COG3474@2|Bacteria,1MZGS@1224|Proteobacteria,2UCUT@28211|Alphaproteobacteria",28211|Alphaproteobacteria,C,cytochrome,soxE,-,-,ko:K08738,"ko00920,ko01100,ko01120,ko01524,ko02020,ko04115,ko04210,ko04214,ko04215,ko04932,ko05010,ko05012,ko05014,ko05016,ko05134,ko05145,ko05152,ko05161,ko05164,ko05167,ko05168,ko05200,ko05210,ko05222,ko05416,map00920,map01100,map01120,map01524,map02020,map04115,map04210,map04214,map04215,map04932,map05010,map05012,map05014,map05016,map05134,map05145,map05152,map05161,map05164,map05167,map05168,map05200,map05210,map05222,map05416",M00595,R10151,"RC03151,RC03152","ko00000,ko00001,ko00002",3.D.4.6,-,-,"Cytochrom_C,Cytochrome_CBB3"
297_RNODE_13_length_755597_342,314271.RB2654_01700,9.87E-254,701.0,"COG0446@1|root,COG0446@2|Bacteria,1N5MC@1224|Proteobacteria,2TT55@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,Sulfide dehydrogenase,soxF,-,"1.8.2.3,1.8.5.4","ko:K17218,ko:K17229","ko00920,ko01120,map00920,map01120",-,"R09499,R10152",RC03155,"ko00000,ko00001,ko01000",-,-,-,"FCSD-flav_bind,Pyr_redox_2"
